anchor,candidate,label,confidence,gloss_anchor,gloss_candidate,cue,phon_sim,observed_confusions,freq_anchor,risk
उत्तम,न्यूनतम,DIFF_MEANING,0.85,excellent/best,minimum,"न्यूनतम used with price/quantity limits, उत्तम used to praise quality",0.562,1,326,4.98
उत्तम,टाइम,DIFF_MEANING,0.6,excellent/best,time (loanword),"टाइम refers to duration/schedule, उत्तम describes quality",0.75,0,326,4.09
उत्तम,दाम,DIFF_MEANING,0.85,excellent/best,price/cost,"दाम used with money/cost context, उत्तम used to describe quality",0.775,0,326,3.76
उत्तम,धाम,DIFF_MEANING,0.85,excellent/best,sacred abode/place,"धाम refers to holy place/pilgrimage, उत्तम describes quality",0.775,0,326,3.01
उत्तम,उत्पन्न,DIFF_MEANING,0.8,excellent/best,produced/yielded,"उत्पन्न used with harvest/yield verbs, उत्तम used as quality adjective",0.72,0,326,2.89
मिर्ची,मिर्च,SAME_WORD,0.95,chili pepper,chili pepper,,0.9,11,214,21.58
मिर्ची,मिरचाइ,SAME_WORD,0.85,chili pepper,chili (spelling variant),,0.857,5,78,14.02
मिर्ची,मिर्जा,UNRELATED,0.85,chili pepper,Mirza (name/title),"used as a person's name, not a crop term",0.8,2,310,8.05
मिर्ची,मिर्चाइ,SAME_WORD,0.85,chili pepper,chili (spelling variant),,0.917,1,14,7.71
मिर्ची,मिरचाई,SAME_WORD,0.85,chili pepper,chili (spelling variant),,0.857,1,12,7.07
मिर्ची,मिचाई,SAME_WORD,0.7,chili pepper,chili (dialect/spelling variant),,0.7,1,17,6.02
मिर्ची,नीचे,DIFF_MEANING,0.9,chili pepper,below/under (position word),context of location e.g. 'नीचे रखा है' vs crop name in planting/harvest talk,0.64,1,28,5.82
प्रबंधन,प्रबंधक,DIFF_MEANING,0.85,management (activity),manager (person),"प्रबंधक refers to a person doing the managing (e जैसे 'फार्म प्रबंधक'), while प्रबंधन refers to the act/process of managing",0.889,14,27,19.07
प्रबंधन,प्रावधान,DIFF_MEANING,0.85,management,provision (legal/policy clause),"प्रावधान appears with रूल्स/योजना context meaning a provision or clause, not the act of managing resources",0.944,1,309,7.62
प्रबंधन,प्रबंध,SAME_WORD,0.8,management,arrangement/management (root form),प्रबंध is the base noun and प्रबंधन its common suffixed form; both used interchangeably for 'management' in farming contexts (e.g. जल प्रबंध/जल प्रबंधन),0.833,1,16,7.11
तरीका,तरीके,SAME_WORD,0.97,method,methods (plural/oblique),,0.933,4,321,13.16
तरीका,तकनीक,SAME_MEANING,0.75,method,technique,"both refer to a way of doing farm work, interchangeable in context like 'खेती का तरीका/तकनीक'",0.571,1,20,5.02
तरीका,तारीख,DIFF_MEANING,0.9,method,date (calendar),context of sowing/harvest 'date' vs 'way of doing something',0.917,0,321,4.61
तरीका,टीका,DIFF_MEANING,0.85,method,vaccine/inoculation or fertilizer dab,"used with disease/vaccination talk, not method description",0.75,0,45,3.6
तरीका,डलाएगा,DIFF_MEANING,0.8,method,will get (something) put/applied,"verb about applying fertilizer/pesticide, not a noun for method",0.757,0,38,3.57
तरीका,फरेगा,UNRELATED,0.55,method,unclear/non-standard word,,0.767,0,321,3.41
तरीका,धरेगा,DIFF_MEANING,0.75,method,will hold/place,"verb about holding/keeping crop, unrelated to 'way of doing'",0.867,0,321,3.36
तरीका,झरका,UNRELATED,0.6,method,non-standard/unclear term,,0.733,0,20,3.22
तरीका,डालेगा,DIFF_MEANING,0.8,method,will pour/add,"verb for adding fertilizer/water, not describing a method",0.8,0,9,3.2
तरीका,मोरिंगा,DIFF_MEANING,0.85,method,moringa (drumstick tree),"crop name context, e.g. 'मोरिंगा की खेती' vs 'खेती का तरीका'",0.729,0,321,3.16
बाली,बाल,SAME_WORD,0.6,ear/spike of grain,grain spike (dialectal singular form) / hair,"used with crop words like गेहूं/धान for spike stage, vs. बाल meaning hair in body context",0.875,4,308,15.13
बाली,बालियां,SAME_WORD,0.9,ear/spike of grain,ears/spikes of grain (plural),"plural inflection of बाली, context: multiple ears on stalks",0.75,4,13,9.43
बाली,डाली,DIFF_MEANING,0.85,ear/spike of grain,branch/twig,डाली से फल तोड़ना (breaking fruit from a branch) vs बाली में दाना आना (grain forming in the ear),0.75,1,25,6.77
बाली,बारले,DIFF_MEANING,0.7,ear/spike of grain,barley (crop name),बारले की फसल (barley crop) vs गेहूं की बाली (wheat ear),0.683,1,16,5.87
बाली,बकरी,UNRELATED,0.9,ear/spike of grain,goat,बकरी चराना (grazing goats) has no link to grain spikes,0.683,0,1122,4.38
बाली,बार,DIFF_MEANING,0.85,ear/spike of grain,time/occasion (quantity unit),कितनी बार (how many times) vs बाली निकलना (ear emerging),0.775,0,230,4.35
बाली,फली,DIFF_MEANING,0.85,ear/spike of grain,pod (of legume),फली में दाना (grain in pod) for legumes vs बाली में दाना for cereals,0.9,0,42,4.3
बाली,मूली,DIFF_MEANING,0.85,ear/spike of grain,radish,मूली की खेती (radish farming) vs गेहूं की बाली (wheat ear),0.75,0,327,4.24
कटहल,कटहर,SAME_WORD,0.9,jackfruit,jackfruit (spelling variant),,0.943,6,10,13.13
कटहल,कल,DIFF_MEANING,0.75,jackfruit,tomorrow/yesterday or machine,context of time reference or machinery vs. fruit/crop discussion,0.571,1,309,6.2
कटहल,काटकर,DIFF_MEANING,0.8,jackfruit,having cut (gerund of to cut),"used with harvesting/cutting action verbs, not naming a fruit",0.886,0,309,3.53
कटहल,काला काला,DIFF_MEANING,0.8,jackfruit,black black (describing color),"used to describe color of produce or pest, not a crop name",0.762,0,309,3.34
कटहल,कटेगा,DIFF_MEANING,0.8,jackfruit,will be cut (future tense verb),appears with future harvesting/cutting context,0.743,0,309,3.25
कटहल,गुड़हल,DIFF_MEANING,0.75,jackfruit,hibiscus flower,context of flowers/ornamental plants vs. fruit tree,0.857,0,309,3.24
कटहल,कटता,DIFF_MEANING,0.8,jackfruit,gets cut (present tense verb),"used describing cutting/harvest action, not a noun for fruit",0.714,0,24,3.19
कटहल,काटना,DIFF_MEANING,0.8,jackfruit,to cut (verb),"verb for cutting/harvesting, not the fruit itself",0.714,0,309,3.11
कटहल,हर साल,DIFF_MEANING,0.75,jackfruit,every year (time phrase),"used with frequency/seasonal context, not naming a fruit",0.743,0,309,3.06
झड़,झर,SAME_WORD,0.62,"shedding/falling (of flowers, fruits)",trickling/shedding (dialectal variant),both describe flowers/fruit dropping; spelling varies between ड़ and र,0.667,234,330,57.33
झड़,झाड़,DIFF_MEANING,0.75,shedding/falling,bush/shrub or sweep,झाड़ used with पौधा/झाड़ी (bush) vs झड़ used with फूल/फल गिरना (shedding),1.0,7,330,16.98
झड़,जल,DIFF_MEANING,0.9,shedding/falling,water,"जल appears with सिंचाई/पानी context, झड़ with फूल/फल गिरने का जिक्र",0.667,8,199,14.17
झड़,जहर,DIFF_MEANING,0.9,shedding/falling,poison,"जहर appears with दवा/कीटनाशक context, not with गिरना",0.5,2,22,5.38
झड़,झुलस,DIFF_MEANING,0.85,shedding/falling,scorching/blight,"झुलस refers to leaf/fruit burning symptoms, झड़ to dropping off",0.5,1,330,4.74
झड़,झड़े,SAME_WORD,0.9,shed/fall (verb root),fall/shed (inflected form),"same verb, e.g. 'फूल झड़ जाते हैं' vs 'फूल झड़े'",0.875,0,330,3.86
झड़,जड़ों,DIFF_MEANING,0.85,shedding/falling,roots (plural/oblique),"जड़ों appears with मिट्टी/पौधे की जड़ context, not गिरना",0.875,0,18,3.81
झड़,जड़ी,DIFF_MEANING,0.8,shedding/falling,herb or root (fem.),"जड़ी-बूटी or जड़ी refers to medicinal plant/root, unrelated to shedding",0.875,0,15,3.73
झड़,जल्दी,DIFF_MEANING,0.8,shedding/falling,quickly/soon,"जल्दी used for time urgency, e.g. 'जल्दी करो', not about fruit/flower drop",0.7,0,113,3.69
झुलसा,झुलस,SAME_WORD,0.9,leaf scorch/blight,scorch (verb stem),,0.917,0,39,4.3
झुलसा,झुलसने,SAME_WORD,0.88,leaf scorch/blight,to scorch (infinitive/oblique),,0.812,0,6,3.06
झुलसा,लस्सा,DIFF_MEANING,0.6,leaf scorch/blight,sticky paste/gum substance,context of plant burn damage vs sticky residue/adhesive mention,0.75,0,297,3.05
अच्छी,अच्छे,SAME_WORD,0.95,good (fem.),good (masc./plural),gender/number agreement with noun,0.867,14,308,21.13
अच्छी,अथि,UNRELATED,0.6,good (fem.),unclear/garbled word,"no clear farming sense, likely ASR noise",0.667,1,308,5.95
अच्छी,एथी,UNRELATED,0.6,good (fem.),unclear/garbled word,"no clear farming sense, likely ASR noise",0.533,1,308,4.48
अच्छी,गाछी,DIFF_MEANING,0.8,good (fem.),tree/plant (dialect),used with plant/tree context e.g. 'गाछी में फल' vs adjective 'अच्छी फसल',0.75,0,308,3.81
अच्छी,बाछी,DIFF_MEANING,0.85,good (fem.),female calf,"appears with livestock talk, e.g. 'बाछी ब्याई' vs quality adjective",0.75,0,308,3.15
अच्छी,ची,UNRELATED,0.7,good (fem.),meaningless fragment,"too short, no standalone meaning",0.833,0,308,3.15
अच्छी,काची,DIFF_MEANING,0.75,good (fem.),"raw/unripe (fem., dialect for कच्ची)","used for produce ripeness, e.g. 'काची फसल' vs quality 'अच्छी फसल'",0.75,0,308,2.89
अच्छी,माछी,DIFF_MEANING,0.75,good (fem.),"fly (insect, dialect)","context of pest/insect problem, e.g. 'माछी लगी' vs adjective use",0.75,0,308,2.84
अच्छी,बच्छी,DIFF_MEANING,0.8,good (fem.),female calf (variant of बाछी),"livestock context, e.g. 'बच्छी जन्मी' vs quality adjective",0.75,0,308,2.77
बाल,बार,DIFF_MEANING,0.9,grain ear/panicle,time/occurrence (e.g. 'kitni baar'),"बार appears with counting words like 'ek baar', 'kitni baar', not with crop growth talk",0.867,1,230,9.69
बाल,बाद,DIFF_MEANING,0.9,grain ear/panicle,after (temporal),"बाद used in phrases like 'bone ke baad' (after sowing), not describing plant part",0.667,2,242,9.03
बाल,दाल,DIFF_MEANING,0.9,grain ear/panicle,lentil/pulse (as food/crop),"दाल refers to pulse crop or cooked lentils, not the grain-bearing spike of wheat/rice",0.667,2,104,8.36
बाल,पाल,DIFF_MEANING,0.8,grain ear/panicle,frost / to rear-nurture,"पाल used with cold-weather damage context ('paala pada'), unrelated to ear formation",0.867,1,42,8.22
बाल,बोल,DIFF_MEANING,0.9,grain ear/panicle,to speak,"बोल appears in commands like 'bol kar bataiye', a verb not a plant part",0.867,2,308,7.73
बाल,बालों,SAME_WORD,0.9,grain ear/panicle,oblique/plural form of ear (बाल),,0.875,1,308,6.47
बाल,डाल,DIFF_MEANING,0.85,grain ear/panicle,branch / to put (verb),"डाल used for tree branch or verb 'daal do' (put/add), not the grain spike",0.667,1,43,6.34
बाल,फल,DIFF_MEANING,0.85,grain ear/panicle,fruit,"फल refers to fruiting stage of plants generally, distinct from the specific ear/spike structure of cereals",0.867,0,2809,5.92
आज,पियाज,DIFF_MEANING,0.85,today,onion,"onion appears with crop/vegetable context, आज appears with time/date context",0.5,1,290,4.35
आज,आठ,DIFF_MEANING,0.85,today,eight (number),"आठ used with counting/quantity like दिन, बजे, किलो; आज used with date/time reference",0.5,1,290,3.9
आज,मंजरा,DIFF_MEANING,0.8,today,panicle/flowering stage,"मंजरा used when describing crop growth stage (फूल, बाली); आज used for time reference",0.5,1,290,3.75
छींटे,छींटें,SAME_WORD,0.95,splashes/sprinkles,splashes/sprinkles,,1.0,42,295,41.35
छींटे,छीटे,SAME_WORD,0.9,splashes/sprinkles,splashes/sprinkles (missing chandrabindu),,0.9,7,295,14.44
छींटे,छिड़के,SAME_MEANING,0.75,splashes/sprinkles (noun),sprinkle/spray (verb form),"both refer to applying liquid/pesticide on crop, verb vs noun usage",0.6,12,54,12.98
छींटे,छीटें,SAME_WORD,0.9,splashes/sprinkles,splashes/sprinkles (missing chandrabindu),,0.9,6,295,12.12
छींटे,छिड़कें,SAME_MEANING,0.75,splashes/sprinkles (noun),sprinkle/spray (imperative verb),"context of spraying pesticide/water, action vs noun",0.6,4,28,8.14
छींटे,चाहिए,UNRELATED,0.9,splashes/sprinkles,should/need,"चाहिए expresses necessity, unrelated to spraying action",0.48,3,14,5.48
छींटे,छींटा,SAME_WORD,0.9,splashes/sprinkles (plural),splash/sprinkle (singular),,0.92,0,148,4.92
छींटे,चींटी,DIFF_MEANING,0.85,splashes/sprinkles,ant,"चींटी appears with pest/insect complaints, छींटे appears with spraying liquid instructions",0.92,0,34,4.25
छींटे,छींटने,SAME_WORD,0.8,splashes/sprinkles (noun),to splash (oblique/infinitive form),,0.786,0,54,3.81
छींटे,छींटना,SAME_WORD,0.8,splashes/sprinkles (noun),to splash (infinitive verb),,0.729,0,99,3.75
चूहा,चूहों,SAME_WORD,0.95,rat/mouse,rats (oblique/plural),inflected plural form of चूहा,0.9,2,292,9.34
चूहा,चूहे,SAME_WORD,0.95,rat/mouse,rats (plural/oblique),inflected plural form of चूहा,0.9,1,292,7.99
चूहा,मूसा,SAME_MEANING,0.55,rat/mouse,"rat (regional/dialect term, from मूस/मूषक)",used in some regional dialects for rodent pest instead of चूहा,0.65,1,292,6.0
चूहा,चुना,DIFF_MEANING,0.85,rat/mouse,lime (calcium compound),context of soil treatment/fertilizer vs. pest/crop damage complaint,0.75,1,5,5.5
चूहा,चाहिए,UNRELATED,0.9,rat/mouse,need/want (auxiliary verb),used in requests like 'दवा चाहिए' vs. pest complaint about चूहा,0.7,0,14,2.92
चूहा,चूना,DIFF_MEANING,0.85,rat/mouse,lime (calcium compound),context of soil treatment/fertilizer vs. pest/crop damage complaint,0.75,0,5,2.75
फरवरी,परवल,DIFF_MEANING,0.9,February (month),pointed gourd (vegetable),month name in date/planting-calendar context vs vegetable named in crop/sowing context,0.887,0,248,4.97
फरवरी,परवर,DIFF_MEANING,0.88,February (month),pointed gourd (variant name),date/season phrase vs vegetable/crop discussion,0.938,0,11,3.8
फरवरी,फरवरी माह,SAME_WORD,0.97,February,February month,"माह is just added as 'month' suffix, same referent",0.85,0,293,3.7
फरवरी,जनवरी,DIFF_MEANING,0.95,February,January,"different calendar month, check surrounding date/sowing schedule",0.75,0,48,3.59
फरवरी,भंवरी,DIFF_MEANING,0.75,February,whirlpool/eddy (or proper name),no calendar context; appears with unrelated nouns not dates,0.762,0,293,3.46
फरवरी,परामर्श,DIFF_MEANING,0.85,February,advice/consultation,used with 'लेना/देना' (take/give advice) not with date expressions,0.8,0,5,2.94
फरवरी,भरपूर,DIFF_MEANING,0.85,February,abundant/plentiful,"used as adjective for quantity/yield, not in date context",0.762,0,293,2.87
नियंत्रण,नियंत्रित,SAME_WORD,0.85,control (noun),controlled (adjective/participle),"same root निMंत्रण/नियंत्रित, differs only in grammatical form (noun vs participle), e.g. 'कीट नियंत्रण' vs 'कीट नियंत्रित करें'",0.822,1,283,6.78
रोकने,रुकने,DIFF_MEANING,0.75,to stop/prevent (something),to stop/halt (oneself),"रोकने takes an object (पानी रोकने - to stop water), रुकने is intransitive (पानी रुकने - water stopping on its own)",0.933,11,7,15.46
रोकने,बोने,DIFF_MEANING,0.9,to stop/prevent,to sow (seeds),"बोने appears with बीज/फसल (sowing seeds), रोकने appears with पानी/कीड़े (stopping something)",0.583,1,376,6.78
रोकने,रोकें,SAME_WORD,0.9,to stop/prevent (infinitive),stop (imperative/subjunctive form),,0.75,1,294,6.69
रोकने,बचने,DIFF_MEANING,0.85,to stop/prevent,to escape/be saved from,"बचने used with नुकसान/बीमारी से (saving from damage/disease), रोकने used with a direct blocking action",0.6,1,230,6.68
रोकने,लगाने,DIFF_MEANING,0.85,to stop/prevent,to plant/apply,"लगाने used with फसल/खाद (planting crop, applying fertilizer), रोकने used for stopping water/pests",0.867,0,294,5.47
रोकने,लगने,DIFF_MEANING,0.85,to stop/prevent,to feel/seem/attach,"लगने used for sensations or crop attachment (फसल लगने), रोकने used for stopping action",0.867,0,294,4.57
रोकने,रखने,DIFF_MEANING,0.85,to stop/prevent,to keep/place,"रखने used with storing/keeping items (बीज रखने), रोकने used for stopping/blocking",0.933,0,37,4.35
रोकने,सूखने,DIFF_MEANING,0.85,to stop/prevent,to dry up,"सूखने refers to crop/soil drying, रोकने refers to stopping water or pest movement",0.767,0,294,4.2
रोकने,गन्ने,DIFF_MEANING,0.9,to stop/prevent,sugarcane (crop noun),"गन्ने is a noun referring to sugarcane crop, रोकने is a verb about stopping something",0.75,0,153,4.02
गाजर,गजरा,DIFF_MEANING,0.8,carrot,flower garland (worn in hair),context of flowers/hair ornamentation vs vegetable/crop talk,0.917,2,16,9.38
गाजर,गागर,DIFF_MEANING,0.75,carrot,water pitcher/pot,talk of water vessels/household items vs sowing/harvesting carrots,0.8,2,6,7.25
गाजर,गाजरा,SAME_WORD,0.55,carrot,carrot (dialectal/misspelled form),used interchangeably with गाजर in crop context,0.917,1,291,6.72
गाजर,मंजर,DIFF_MEANING,0.85,carrot,flowering/panicle stage (e.g. mango bloom),discussion of flowering stage or fruit trees vs root vegetable,0.75,0,291,4.96
गाजर,मांजर,DIFF_MEANING,0.85,carrot,flowering/panicle stage (variant spelling),"same as मंजर, about bloom stage not vegetable",0.75,0,291,4.02
गाजर,कजरा,DIFF_MEANING,0.7,carrot,kajal/eyeliner,"cosmetic/eye context, not agricultural",0.917,0,12,3.75
गाजर,कमजोर,DIFF_MEANING,0.85,carrot,weak (adjective describing crop health),"used to describe weak/sickly plant, not a vegetable name",0.729,0,77,3.65
गाजर,झर,DIFF_MEANING,0.8,carrot,falling/shedding (e.g. leaves/flowers dropping),"context of leaves or flowers falling, a plant health issue not a crop name",0.7,0,291,3.65
तिल,तेल,DIFF_MEANING,0.95,sesame seed,oil,"तिल refers to the seed/crop itself, तेल refers to the extracted oil (e.g. 'तेल निकालना' vs 'तिल बोना')",0.867,32,288,31.14
तिल,तील,SAME_WORD,0.8,sesame seed,sesame seed (vowel-length spelling variant),,1.0,22,288,24.57
तिल,तीन,DIFF_MEANING,0.9,sesame seed,number three,"तीन appears with quantities/counting (e.g. 'तीन किलो'), तिल appears with sowing/harvest verbs",0.667,2,288,7.17
तिल,कल,DIFF_MEANING,0.75,sesame seed,tomorrow/yesterday or machine,"कल used in time context ('कल आना है') or as part of compound words, not as a crop name",0.467,1,166,5.03
तिल,खीरे,DIFF_MEANING,0.85,sesame seed,cucumbers,"खीरे refers to cucumber vegetable, distinct crop context (vine/vegetable vs oilseed)",0.525,1,48,5.01
तिल,नील,DIFF_MEANING,0.85,sesame seed,indigo plant,"नील refers to indigo dye crop, different plant and use than तिल oilseed",0.667,1,288,4.88
तिल,तीर,DIFF_MEANING,0.85,sesame seed,arrow,"तीर means arrow, unrelated to farming crop context, would appear in non-agricultural phrase",0.867,0,288,3.61
तिल,ढील,DIFF_MEANING,0.85,sesame seed,slack/looseness (e.g. in rope or discipline),"ढील used in context of laxity or loosening something, not sowing or crop discussion",0.867,0,7,3.32
खराब,हरा,DIFF_MEANING,0.9,bad/spoiled,green,green (crop color) vs spoiled/damaged crop condition,0.72,1,288,7.51
खराब,खाद,DIFF_MEANING,0.9,bad/spoiled,fertilizer,fertilizer/manure vs damaged crop,0.5,1,288,7.07
खराब,खराबी,SAME_MEANING,0.75,bad/spoiled (adj),fault/malfunction (noun),'फसल खराब है' vs 'फसल में खराबी है' both express damage/defect,0.917,1,288,6.71
खराब,काम,DIFF_MEANING,0.9,bad/spoiled,work/task,'काम करना' (do work) vs 'फसल खराब' (crop spoiled),0.62,1,109,6.43
खराब,खड़ा,DIFF_MEANING,0.9,bad/spoiled,standing (crop standing in field),'फसल खड़ी है' (crop is standing) vs 'फसल खराब है' (crop is spoiled),0.6,1,10,4.8
खराब,कब,DIFF_MEANING,0.85,bad/spoiled,when (question word),'कब करें' (when to do) vs 'खराब' describing damage,0.7,0,2335,4.7
खराब,करें,DIFF_MEANING,0.85,bad/spoiled,let's do / should do,verb form asking action vs adjective describing spoilage,0.72,0,830,4.46
खराब,गुलाब,DIFF_MEANING,0.9,bad/spoiled,rose (flower),rose plant/crop name vs describing something as spoiled,0.8,0,288,4.35
खराब,करना,DIFF_MEANING,0.85,bad/spoiled,to do (infinitive),'क्या करना है' (what to do) vs 'फसल खराब' (crop is bad),0.75,0,267,4.22
लाल,दाल,DIFF_MEANING,0.85,red,lentil/pulse,"'लाल' describes color of fruit/leaf/pest damage, 'दाल' refers to a pulse crop being grown or cooked",0.667,1,104,6.84
लाल,लड़,UNRELATED,0.7,red,"fragment, not a standalone word (root of लड़ना/लड़का)","लड़ alone is not meaningful; likely ASR fragment of लड़ाई/लड़ना, unrelated to color लाल",0.667,1,6,4.97
लाल,लर,UNRELATED,0.75,red,"not a standard Hindi word, likely ASR noise",लर has no established meaning in farming context; treat as recognition error rather than a real confusable term,0.867,0,5,3.15
मक्के,मक्की,SAME_MEANING,0.85,maize (oblique/plural),"maize (regional term, Punjab/Haryana)",used interchangeably with मक्का for maize crop in Punjabi-influenced speech,0.9,16,47,21.38
मक्के,मक्खी,DIFF_MEANING,0.9,maize,fly (insect),context of pest/insect infestation vs crop/field context signals मक्खी,0.9,5,280,13.04
मक्के,मकाई,SAME_MEANING,0.85,maize,"maize (regional term, Bihar/UP dialect)",regional synonym for मक्का used in eastern dialects,0.82,1,11,6.62
मक्के,तंबाकू,DIFF_MEANING,0.9,maize,tobacco,"tobacco is a distinct cash crop, mentioned in curing/leaf context vs maize sowing/harvest context",0.571,1,216,6.3
मक्के,मधुमक्खी,DIFF_MEANING,0.9,maize,honeybee,"appears in beekeeping/pollination livestock context, not crop-field context",0.575,1,280,5.72
मक्के,मुंह,UNRELATED,0.85,maize,mouth (body part),"body part reference, e.g. animal or human mouth, unrelated to crop discussion",0.475,1,280,4.33
देखभाल,देने वाली,DIFF_MEANING,0.55,care/maintenance,the one who gives (fem.),"'देखभाल' pairs with 'करना/चाहिए' (care of crop), while 'देने वाली' follows a noun describing a giver, e.g. 'फसल देने वाली किस्म'",0.762,0,285,3.34
देखभाल,देने वाला,DIFF_MEANING,0.55,care/maintenance,the one who gives (masc.),look for a preceding noun like 'उपज देने वाला' (yield-giving) vs 'पौधे की देखभाल' (plant care),0.762,0,285,3.31
देखभाल,अधिक फल,DIFF_MEANING,0.6,care/maintenance,more fruit,"'अधिक फल' discusses yield quantity ('अधिक फल लगते हैं'), not caring actions",0.838,0,6,3.14
देखभाल,एक साल,DIFF_MEANING,0.6,care/maintenance,one year,"'एक साल' refers to a time duration, e.g. 'एक साल बाद', unlike 'देखभाल' which precedes 'करें/चाहिए'",0.714,0,20,3.1
देखभाल,डबल,DIFF_MEANING,0.55,care/maintenance,double (quantity),"'डबल' modifies quantity, e.g. 'डबल उत्पादन', not an action of tending crops",0.786,0,7,3.0
देखभाल,देने वाले,DIFF_MEANING,0.55,care/maintenance,those who give (masc. pl.),"used after a noun like 'सलाह देने वाले लोग', distinct from 'फसल की देखभाल'",0.762,0,285,2.86
देखभाल,कमल,DIFF_MEANING,0.6,care/maintenance,lotus (flower/crop),"'कमल' names a plant/flower, appears with 'फूल/तालाब', unlike 'देखभाल' which follows a care verb phrase",0.729,0,5,2.66
देखभाल,देकर,DIFF_MEANING,0.6,care/maintenance,having given (verb form),"'देकर' is a converb meaning 'after giving', e.g. 'पानी देकर', distinct from noun 'देखभाल'",0.729,0,5,2.66
करना,कटना,DIFF_MEANING,0.85,to do,to be cut/harvested,used with crop/fruit as subject e.g. 'फसल कटना' (crop being harvested) vs 'काम करना' (to do work),0.833,2,8,7.76
करना,काना,DIFF_MEANING,0.7,to do,one-eyed (adjective),"describes a person/animal's eye defect, not an action verb",0.75,1,267,6.42
करना,पड़ना,DIFF_MEANING,0.75,to do,to fall/happen/need to,used for occurrence or necessity e.g. 'पानी पड़ना' (rain falling) or 'करना पड़ना' (having to do) vs plain action 'करना',0.667,1,267,6.3
करना,कर,SAME_WORD,0.9,to do (infinitive),having done / do (conjunctive/imperative form),,0.667,1,10,5.29
करना,करने,SAME_WORD,0.95,to do (infinitive),to do (oblique infinitive form),,0.933,0,267,4.78
कटाई,पटाई,DIFF_MEANING,0.7,harvesting/cutting,leveling/beating (soil or threshing),"पटाई refers to field leveling or beating grain, कटाई refers to cutting/harvesting the crop",0.8,5,278,11.72
कटाई,कटाया,SAME_WORD,0.7,harvesting (noun),got (something) cut/harvested (causative verb form),"same root कट-, verb tense/aspect variant of the harvesting action",0.733,2,278,6.86
कटाई,कटैया,DIFF_MEANING,0.6,harvesting,cutworm/pest that bites/cuts crop,appears with pest/damage complaints (concern category) rather than harvest timing,0.667,1,278,5.8
कटाई,पटाया,DIFF_MEANING,0.6,harvesting,persuaded/convinced (from पटाना),"used in context of convincing someone, not crop cutting",0.567,1,278,5.73
कटाई,खाद,UNRELATED,0.8,harvesting,fertilizer/manure,no real audio confusion observed; fertilizer talk vs harvest talk are distinct contexts,0.72,0,278,5.08
कटाई,पहला पानी,DIFF_MEANING,0.75,harvesting,first irrigation/watering,"discussed with sowing/irrigation schedule, not with cutting or yield",0.46,1,278,4.63
कटाई,कद्दू,UNRELATED,0.85,harvesting,pumpkin (crop),"no observed confusion; refers to a vegetable, not an activity",0.7,0,278,4.32
कटाई,गन्ना,UNRELATED,0.85,harvesting,sugarcane (crop),"no observed confusion; refers to a crop name, not an activity",0.7,0,278,4.06
एकड़,कट,DIFF_MEANING,0.75,acre (land area unit),cut/cutting,"'कट' appears with harvesting/cutting verbs, एकड़ appears after numbers with land-size context",0.775,1,273,6.65
एकड़,खाद,DIFF_MEANING,0.7,acre (land area unit),fertilizer,"खाद occurs with dosage/application verbs (डालना, छिड़कना), एकड़ occurs with numerals and 'ज़मीन/खेत'",0.875,0,273,6.16
एकड़,हेक्टर,DIFF_MEANING,0.8,acre (land area unit),hectare (land area unit),different absolute area (1 ha≈2.47 acres); check numeric conversion context or explicit unit word used by farmer,0.5,1,273,5.08
एकड़,कर,DIFF_MEANING,0.7,acre (land area unit),do (verb)/tax (noun),"'कर' follows a verb stem (e.g. 'बोकर', 'करके') vs एकड़ follows a number and precedes 'ज़मीन/खेत'",0.625,1,273,4.97
एकड़,खड़,DIFF_MEANING,0.65,acre (land area unit),standing (crop) - fragment of खड़ा,"खड़ appears with फसल (standing crop) context, एकड़ appears with numerals for area",0.875,0,273,3.84
एकड़,एक एकड़,SAME_WORD,0.85,acre (land area unit),one acre,,0.714,0,57,3.45
एकड़,उखड़ा,DIFF_MEANING,0.75,acre (land area unit),uprooted/dislodged,"उखड़ा describes plant/crop condition (उखड़ गया), एकड़ used with land measurement numerals",0.78,0,19,3.35
रोपा,रोपाया,SAME_MEANING,0.65,planted/transplanted,caused to be planted/got planted,"causative form implying someone else did the planting, but refers to same transplanting activity",0.75,8,268,12.37
रोपा,रोपे,SAME_WORD,0.9,planted (past),"planted (past, plural/oblique)",,0.9,2,268,11.75
रोपा,रोका,DIFF_MEANING,0.85,planted/transplanted,stopped/blocked,"रोका used with stopping water, pests or work; रोपा used with seedlings/plants being placed in soil",0.75,6,10,10.26
रोपा,रोपाता,SAME_MEANING,0.6,planted/transplanted,gets planted/has planted (causative habitual),"causative habitual form, someone gets the planting done, same core farming action",0.75,2,268,9.21
रोपा,रोपें,SAME_WORD,0.85,planted (past),may plant/should plant (subjunctive),,0.9,0,268,4.61
रोपा,रोपने,SAME_WORD,0.85,planted (past),to plant (infinitive/oblique),,0.75,0,555,4.47
रोपा,रोपण,SAME_MEANING,0.7,"planted (verb, past)",planting/plantation (noun),"रोपण used as noun referring to the act/process of planting, e.g. 'रोपण की विधि' vs verb रोपा 'seedlings were planted'",0.8,0,120,4.16
निदान,अनुदान,DIFF_MEANING,0.85,diagnosis/remedy,subsidy/grant,"अनुदान used with scheme/money context, निदान with disease/problem solving",0.817,1,64,7.94
